e,xsexf,xhsdip,xchld05,single,grd1720,grade16,grd1315,grade12,grde911,white,hisp,black,age,paid1,paid2,paid3,paid4,tcpp1,tcpp2,tcpp3,tcpp4,tcpp5,tcpp6,tcpp7,tcpp8,tcpp9,tcpp10,tcprn1,tcprn2,tcprn3,tcprn4,tcprn5,tcprn6,tcprn7,tcprn8,tcprn9,tcprn10,employ1,employ2,employ3,employ4,employ5,employ6,employ7,employ8,employ9,employ10,employ11,employ12,employ13,employ14,employ15,employ16,employ17,employ18,employ19,employ20,employ21,employ22,employ23,employ24,employ25,employ26,employ27,employ28,employ29,employ30,employ31,employ32,employ33,employ34,employ35,employ36,earn1,earn2,earn3,earn4,earn5,earn6,earn7,earn8,earn9,earn10,earn11,earn12,earn13,earn14,earn15,earn16,earn17,earn18,earn19,earn20,earn21,earn22,earn23,earn24,earn25,earn26,earn27,earn28,earn29,earn30,earn31,earn32,earn33,earn34,earn35,earn36,Y_employ,Y_earn,aid1,aid2,aid3,aid4,aid5,aid6,aid7,aid8,aid9,aid10,aid11,aid12,aid13,aid14,aid15,aid16,aid17,aid18,aid19,aid20,aid21,aid22,aid23,aid24,aid25,aid26,aid27,aid28,aid29,aid30,aid31,aid32,aid33,aid34,aid35,aid36
1,1,0,0,1,0,0,0,0,0,0,1,0,28,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,0,1,0,0,0,1,0,1,0,0,37,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1780.983154296875,2596.38916015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1085.922119140625,857.019287109375,1123.3109130859375,1765.287353515625,1026.4652099609375,1009.734619140625,1021.4527587890625,464.0561828613281,1229.8941650390625,1018.2383422851562,532.1698608398438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.4026870727539,1355.8668212890625,1316.35986328125,939.109130859375,643.9169311523438,983.8834838867188,1258.7596435546875,1270.62060546875,1005.1964111328125,1358.6600341796875,1456.072265625,1642.9449462890625,1902.7984619140625,1892.157470703125,1608.929931640625,1500.7593994140625,2062.29052734375,0.7777777777777778,928.9522062937418,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
1,1,0,0,1,0,0,0,0,1,0,1,0,23,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3465.58984375,1302.180908203125,2555.431884765625,2911.22607421875,1231.676513671875,526.4000244140625,3851.56884765625,4165.24267578125,2303.5751953125,0.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,2631.202880859375,2430.91162109375,2808.850341796875,5310.44970703125,3543.192138671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2851.0869140625,2714.396728515625,3819.080078125,2961.423583984375,3550.197021484375,3723.524169921875,1148.6983642578125,0.0,0.0,0.0,0.0,824.7374267578125,241.56297302246094,0.0,0.0,0.0,442.59503173828125,3166.71142578125,2639.87451171875,3689.680419921875,3193.061767578125,0.5277777777777778,1435.867697397868,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,1,0,1,0,0,0,0,1,1,0,0,35,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,776.6843872070312,2965.716796875,1583.908447265625,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,575.5748901367188,1152.0792236328125,1055.282958984375,723.8228149414062,665.1571044921875,722.0850219726562,403.6809997558594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1218.7811279296875,3517.455322265625,1786.5777587890625,902.8947143554688,0.0,0.3055555555555556,353.4275538126628,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
1,1,1,1,1,0,0,1,0,0,0,0,1,38,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4640.73828125,8615.2060546875,8571.98046875,10505.8994140625,10634.333984375,9252.9921875,9177.7197265625,10919.8115234375,10958.6220703125,9478.1943359375,9422.90625,11357.0908203125,11764.9921875,10424.8203125,11516.0048828125,10616.544921875,12261.1396484375,11004.5087890625,12545.5927734375,11108.5078125,12857.86328125,11556.125,13289.7705078125,11469.8857421875,13174.5654296875,8747.326171875,311.3778991699219,0.0,0.75,7671.792235480414,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,0,0,0,1,1,0,0,31,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3487.51806640625,5183.8359375,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1797.169189453125,3774.3798828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,154.76525200737848,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,0,0,0,1,0,1,0,42,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638.9946899414062,310.4142150878906,46.23600769042969,61.2810173034668,45.70311737060547,0.0,151.62130737304688,86.49059295654297,316.9056701660156,0.0,0.0,0.0,0.0,0.0,30.06844139099121,2210.33984375,2785.444091796875,2840.632568359375,3087.884033203125,0.3611111111111111,350.3337665663825,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
1,1,0,1,1,0,0,0,0,1,1,0,0,28,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.0,46.542884826660156,0.0,0.0,82.47493743896484,1965.23876953125,1819.5836181640625,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,57.08956527709961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1087.590576171875,140.7919464111328,0.0,275.5522155761719,0.0,0.0,0.0,0.0,598.9935913085938,1917.5194091796875,511.6095886230469,0.0,0.0,88.7332992553711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,129.94111643897162,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
1,1,1,0,1,0,0,1,0,0,0,0,1,34,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0.0,0.0,0.0,0.0,1711.1451416015625,2120.610107421875,1992.867431640625,2842.989013671875,1085.6700439453125,0.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0.0,1165.0955810546875,2166.2578125,3407.5,5321.01953125,5412.58984375,3186.869384765625,5054.51220703125,5131.79736328125,6240.43212890625,5089.84326171875,2951.919921875,2710.262939453125,976.0095825195312,0.0,0.0,1950.379150390625,3311.956298828125,3165.655517578125,2879.60205078125,3141.49853515625,2960.3271484375,2922.50146484375,3001.484619140625,2595.79248046875,1212.63427734375,0.0,0.0,66.79598999023438,2251.0693359375,1810.0777587890625,238.22695922851562,359.71148681640625,977.672119140625,1629.8446044921875,0.0,0.8333333333333334,2313.592759874132,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,1,0,0,0,0,1,0,1,0,32,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.15473175048828,2111.076171875,0.0,0.0,0.0,0.0,75.19703674316406,1231.6885986328125,346.77545166015625,0.0,0.0,0.0,0.1388888888888889,105.41366640726726,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,0,0,0,0,0,1,0,36,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0.0,0.0,0.0,0.0,783.7941284179688,0.0,218.38792419433594,1354.2027587890625,3827.788330078125,4545.20361328125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,1,0,0,0,1,0,0,0,1,35,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,907.586181640625,0.0,0.0,0.0,0.0,1875.95556640625,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,0,0,1,0,0,0,0,29,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,3194.800048828125,3709.758544921875,729.843994140625,3527.259521484375,4799.73486328125,4982.16845703125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,1,0,0,0,0,0,1,0,0,31,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,522.6370239257812,3003.345947265625,2706.228759765625,2372.5,3231.724365234375,3113.504150390625,2785.096435546875,3080.942626953125,2894.74609375,3244.139404296875,0.0,3235.221435546875,2543.610107421875,0.0,2443.167236328125,3113.31005859375,2853.14990234375,3097.94873046875,3227.936279296875,3567.662841796875,2963.37353515625,2913.154541015625,3188.14404296875,2613.549072265625,2949.43359375,2989.991943359375,3106.04541015625,3536.55126953125,3326.416015625,3415.910400390625,3876.692626953125,3349.59033203125,3322.594482421875,3213.623046875,3902.15625,0.9166666666666666,2769.5582767062715,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,0,0,1,0,1,0,0,27,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0.0,0.0,600.6414794921875,165.45718383789062,1184.676513671875,0.0,0.0,1903.01123046875,2756.525390625,2088.61181640625,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1468.7406005859375,1584.6748046875,1575.6986083984375,1882.33740234375,3181.771728515625,5349.49609375,3793.79931640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3180.939208984375,6267.47265625,4945.09228515625,6433.90185546875,6746.15625,5843.0576171875,5863.78759765625,6277.3720703125,5680.57568359375,499.6044616699219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4722222222222222,1960.4021733601887,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,0,0,0,1,0,1,0,0,35,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,942.2099609375,3410.175048828125,3724.537353515625,3419.512451171875,2921.829833984375,993.248046875,115.07720947265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19444444444444445,431.2941640218099,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,0,0,0,0,0,1,0,0,1,0,37,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2125.24267578125,3166.9326171875,3131.029296875,3651.199951171875,2375.3232421875,2883.739013671875,867.0760498046875,3214.367919921875,2090.15234375,615.3849487304688,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2340.63037109375,2431.246826171875,3871.720947265625,3999.30322265625,3683.883544921875,3540.64990234375,2651.314453125,3158.44873046875,3075.955810546875,3450.7666015625,3189.974853515625,3141.000244140625,2619.77734375,3120.561767578125,3260.517578125,0.0,2871.916748046875,2763.679443359375,3394.160888671875,2908.88037109375,2940.613037109375,2775.876953125,2781.50048828125,2852.369140625,2948.3759765625,2605.275634765625,2846.46044921875,2763.844482421875,2793.390625,2946.22314453125,2773.2666015625,2896.375,2830.715087890625,2815.42578125,2762.377685546875,0.0,0.9444444444444444,2827.957770453559,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,1,0,0,0,0,1,1,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.11065673828125,2668.970947265625,2533.14697265625,3327.068115234375,3852.427734375,3100.037353515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,434.77116054958765,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,0,1,0,0,1,0,0,33,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0.0,1732.1348876953125,451.77703857421875,0.0,0.0,124.4117660522461,0.0,0.0,342.1143798828125,2159.781494140625,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,125.302734375,3819.659423828125,851.4874877929688,0.0,0.0,0.0,0.0,2307.834716796875,0.0,0.0,0.0,0.0,0.0,1224.1903076171875,101.3924331665039,0.0,1104.5159912109375,2888.508544921875,930.1426391601562,0.0,0.0,0.0,0.0,3244.087646484375,132.94871520996094,922.1348266601562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,490.3390407562256,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
0,1,1,0,1,0,0,0,1,0,1,0,0,32,1,1,1,1,1,1,1,1,1,1,0,0,0,1,2328.707275390625,4777.41162109375,2213.39990234375,1676.1982421875,2652.81201171875,445.760498046875,0.0,0.0,0.0,223.43209838867188,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,2139.908447265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1513.140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,101.47358534071181,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,0,0,0,1,0,1,0,0,32,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.3641357421875,0.0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,649.3421020507812,1275.6058349609375,1539.6856689453125,621.40234375,0.0,2184.84521484375,4013.749755859375,3191.816162109375,4224.18408203125,6695.5380859375,6155.984375,7958.37353515625,6428.40087890625,6403.8896484375,0.0,59.37059783935547,0.0,2638.6279296875,2809.05322265625,0.0,0.0,0.0,2488.31103515625,2828.641845703125,2392.194091796875,3526.374267578125,3920.952880859375,4461.912109375,6039.4443359375,4771.5712890625,4098.29833984375,3576.92041015625,5876.8447265625,3961.655029296875,3518.540283203125,4361.6845703125,0.8333333333333334,3129.8115181393096,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,0,0,0,1,0,1,0,0,38,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0.0,0.0,345.5882263183594,0.0,399.9051818847656,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.1928482055664,0.0,531.5641479492188,500.69683837890625,93.65562438964844,323.6636962890625,221.1181182861328,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,49.496979819403755,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1
1,1,1,0,1,0,0,1,0,0,1,0,0,35,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,941.2499389648438,0.0,321.25091552734375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.8531036376953,3326.5048828125,3073.082763671875,3411.863037109375,2128.800537109375,0.0,0.0,0.0,0.0,3912.16015625,0.0,479.7916564941406,824.8894653320312,416.5022277832031,0.0,517.5630493164062,0.0,0.0,0.3333333333333333,541.319770389133,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,0,0,0,0,0,1,0,37,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1169.173583984375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,0,0,0,1,0,0,0,1,33,1,1,0,1,1,1,1,1,1,1,1,1,0,0,3068.823486328125,473.20001220703125,3010.633544921875,920.8578491210938,1758.5970458984375,4201.94970703125,3220.721435546875,907.4320678710938,0.0,0.0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,4480.75830078125,331.4350280761719,225.88851928710938,0.0,1930.163818359375,2446.911865234375,1045.6700439453125,0.0,90.91759490966797,276.050048828125,0.0,0.0,0.0,804.103515625,4068.21337890625,4637.98974609375,4685.88671875,4466.7666015625,3197.677001953125,4633.03759765625,5731.7080078125,514.0204467773438,798.2989501953125,2086.61083984375,202.19105529785156,0.0,0.0,0.0,732.3248291015625,2348.346435546875,1759.9818115234375,1257.6982421875,2582.9091796875,0.0,0.0,0.0,0.6944444444444444,1537.0988771650527,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,0,0,0,1,0,1,0,31,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,292.2226867675781,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.55165100097656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,5.20976808336046,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1,1,1,0,1,0,0,0,1,0,1,0,0,36,1,1,1,1,1,0,0,0,0,0,0,0,0,0,290.99755859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,744.2766723632812,1475.7962646484375,0.0,278.83514404296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.48068618774414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,70.67746575673421,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,0,0,0,1,0,1,0,0,38,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
1,0,0,0,0,0,0,0,0,1,0,1,0,16,1,1,0,0,1,0,0,0,0,0,0,0,0,0,721.2390747070312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,2026.762451171875,1314.6475830078125,352.67431640625,0.0,0.0,411.50067138671875,3307.660400390625,2846.67431640625,3401.075439453125,3569.661376953125,2903.09716796875,3309.8154296875,939.1495361328125,92.96845245361328,0.0,0.0,0.0,54.3937873840332,264.0830078125,383.5595397949219,0.0,3401.0693359375,2740.364013671875,3091.3603515625,2862.86474609375,709.185791015625,2203.454833984375,3099.0419921875,5917.01806640625,3338.392578125,3650.335205078125,3081.44482421875,3764.331787109375,4145.88134765625,0.7777777777777778,1866.1796763737996,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
